,date,Asset,Value
822,2020-04-09,AMC,2.6
823,2020-04-13,AMC,2.08
824,2020-04-14,AMC,2.18
825,2020-04-15,AMC,2.41
826,2020-04-16,AMC,2.44
827,2020-04-17,AMC,3.2
828,2020-04-20,AMC,3.18
829,2020-04-21,AMC,3.25
830,2020-04-22,AMC,3.18
831,2020-04-23,AMC,3.11
832,2020-04-24,AMC,3.05
833,2020-04-27,AMC,3.36
834,2020-04-28,AMC,4.14
835,2020-04-29,AMC,5.19
836,2020-04-30,AMC,4.92
837,2020-05-01,AMC,4.57
838,2020-05-04,AMC,4.3
839,2020-05-05,AMC,3.89
840,2020-05-06,AMC,3.92
841,2020-05-07,AMC,3.99
842,2020-05-08,AMC,4.1
843,2020-05-11,AMC,5.32
844,2020-05-12,AMC,5.12
845,2020-05-13,AMC,4.6
846,2020-05-14,AMC,4.55
847,2020-05-15,AMC,4.52
848,2020-05-18,AMC,4.72
849,2020-05-19,AMC,4.56
850,2020-05-20,AMC,4.66
851,2020-05-21,AMC,4.63
852,2020-05-22,AMC,4.58
853,2020-05-26,AMC,5.11
854,2020-05-27,AMC,5.6
855,2020-05-28,AMC,5.07
856,2020-05-29,AMC,5.13
857,2020-06-01,AMC,5.31
858,2020-06-02,AMC,5.59
859,2020-06-03,AMC,5.45
860,2020-06-04,AMC,5.38
861,2020-06-05,AMC,5.91
862,2020-06-08,AMC,6.45
863,2020-06-09,AMC,5.99
864,2020-06-10,AMC,6.29
865,2020-06-11,AMC,5.17
866,2020-06-12,AMC,5.89
867,2020-06-15,AMC,5.8
868,2020-06-16,AMC,5.56
869,2020-06-17,AMC,5.42
870,2020-06-18,AMC,5.63
871,2020-06-19,AMC,5.52
872,2020-06-22,AMC,5.33
873,2020-06-23,AMC,5.1
874,2020-06-24,AMC,4.79
875,2020-06-25,AMC,4.27
876,2020-06-26,AMC,4.18
877,2020-06-29,AMC,4.42
878,2020-06-30,AMC,4.29
879,2020-07-01,AMC,4.57
880,2020-07-02,AMC,4.53
881,2020-07-06,AMC,4.28
882,2020-07-07,AMC,4.13
883,2020-07-08,AMC,4.43
884,2020-07-09,AMC,4.57
885,2020-07-10,AMC,4.6
886,2020-07-13,AMC,4.26
887,2020-07-14,AMC,4.22
888,2020-07-15,AMC,4.5
889,2020-07-16,AMC,4.38
890,2020-07-17,AMC,4.27
891,2020-07-20,AMC,4.15
892,2020-07-21,AMC,4.15
893,2020-07-22,AMC,4.03
894,2020-07-23,AMC,4.06
895,2020-07-24,AMC,4.0
896,2020-07-27,AMC,3.87
897,2020-07-28,AMC,4.15
898,2020-07-29,AMC,4.16
899,2020-07-30,AMC,4.12
900,2020-07-31,AMC,4.04
901,2020-08-03,AMC,4.11
902,2020-08-04,AMC,4.1
903,2020-08-05,AMC,4.15
904,2020-08-06,AMC,4.14
905,2020-08-07,AMC,4.75
906,2020-08-10,AMC,4.47
907,2020-08-11,AMC,4.56
908,2020-08-12,AMC,4.64
909,2020-08-13,AMC,5.31
910,2020-08-14,AMC,5.54
911,2020-08-17,AMC,5.6
912,2020-08-18,AMC,5.35
913,2020-08-19,AMC,5.39
914,2020-08-20,AMC,5.69
915,2020-08-21,AMC,5.19
916,2020-08-24,AMC,5.41
917,2020-08-25,AMC,5.54
918,2020-08-26,AMC,5.6
919,2020-08-27,AMC,6.52
920,2020-08-28,AMC,6.3
921,2020-08-31,AMC,5.88
922,2020-09-01,AMC,6.07
923,2020-09-02,AMC,7.04
924,2020-09-03,AMC,6.6
925,2020-09-04,AMC,7.02
926,2020-09-08,AMC,6.42
927,2020-09-09,AMC,6.26
928,2020-09-10,AMC,5.94
929,2020-09-11,AMC,5.79
930,2020-09-14,AMC,5.54
931,2020-09-15,AMC,5.52
932,2020-09-16,AMC,5.76
933,2020-09-17,AMC,5.72
934,2020-09-18,AMC,5.67
935,2020-09-21,AMC,5.32
936,2020-09-22,AMC,5.21
937,2020-09-23,AMC,4.78
938,2020-09-24,AMC,4.61
939,2020-09-25,AMC,4.88
940,2020-09-28,AMC,4.91
941,2020-09-29,AMC,4.86
942,2020-09-30,AMC,4.71
943,2020-10-01,AMC,4.65
944,2020-10-02,AMC,4.65
945,2020-10-05,AMC,4.13
946,2020-10-06,AMC,4.06
947,2020-10-07,AMC,4.04
948,2020-10-08,AMC,4.14
949,2020-10-09,AMC,4.05
950,2020-10-12,AMC,4.08
951,2020-10-13,AMC,3.54
952,2020-10-14,AMC,2.96
953,2020-10-15,AMC,2.78
954,2020-10-16,AMC,3.04
955,2020-10-19,AMC,3.54
956,2020-10-20,AMC,3.09
957,2020-10-21,AMC,3.0
958,2020-10-22,AMC,3.12
959,2020-10-23,AMC,2.97
960,2020-10-26,AMC,2.75
961,2020-10-27,AMC,2.79
962,2020-10-28,AMC,2.61
963,2020-10-29,AMC,2.52
964,2020-10-30,AMC,2.36
965,2020-11-02,AMC,2.15
966,2020-11-03,AMC,2.34
967,2020-11-04,AMC,2.31
968,2020-11-05,AMC,2.46
969,2020-11-06,AMC,2.49
970,2020-11-09,AMC,3.77
971,2020-11-10,AMC,3.51
972,2020-11-11,AMC,3.13
973,2020-11-12,AMC,2.94
974,2020-11-13,AMC,2.97
975,2020-11-16,AMC,3.11
976,2020-11-17,AMC,2.98
977,2020-11-18,AMC,3.26
978,2020-11-19,AMC,3.19
979,2020-11-20,AMC,3.35
980,2020-11-23,AMC,3.81
981,2020-11-24,AMC,4.58
982,2020-11-25,AMC,4.49
983,2020-11-27,AMC,4.45
984,2020-11-30,AMC,4.27
985,2020-12-01,AMC,4.15
986,2020-12-02,AMC,4.32
987,2020-12-03,AMC,3.63
988,2020-12-04,AMC,3.51
989,2020-12-07,AMC,3.56
990,2020-12-08,AMC,3.98
991,2020-12-09,AMC,3.86
992,2020-12-10,AMC,4.09
993,2020-12-11,AMC,3.92
994,2020-12-14,AMC,3.19
995,2020-12-15,AMC,2.86
996,2020-12-16,AMC,2.78
997,2020-12-17,AMC,2.85
998,2020-12-18,AMC,2.8
999,2020-12-21,AMC,2.68
1000,2020-12-22,AMC,2.59
1001,2020-12-23,AMC,2.56
1002,2020-12-24,AMC,2.51
1003,2020-12-28,AMC,2.39
1004,2020-12-29,AMC,2.29
1005,2020-12-30,AMC,2.16
1006,2020-12-31,AMC,2.12
1007,2021-01-04,AMC,2.01
1008,2021-01-05,AMC,1.98
1009,2021-01-06,AMC,2.01
1010,2021-01-07,AMC,2.05
1011,2021-01-08,AMC,2.14
1012,2021-01-11,AMC,2.2
1013,2021-01-12,AMC,2.29
1014,2021-01-13,AMC,2.18
1015,2021-01-14,AMC,2.18
1016,2021-01-15,AMC,2.33
1017,2021-01-19,AMC,3.06
1018,2021-01-20,AMC,2.97
1019,2021-01-21,AMC,2.98
1020,2021-01-22,AMC,3.51
1021,2021-01-25,AMC,4.42
1022,2021-01-26,AMC,4.96
1023,2021-01-27,AMC,19.9
1024,2021-01-28,AMC,8.63
1025,2021-01-29,AMC,13.26
1026,2021-02-01,AMC,13.3
1027,2021-02-02,AMC,7.82
1028,2021-02-03,AMC,8.97
1029,2021-02-04,AMC,7.09
1030,2021-02-05,AMC,6.83
1031,2021-02-08,AMC,6.18
1032,2021-02-09,AMC,5.5
1033,2021-02-10,AMC,5.8
1034,2021-02-11,AMC,5.61
1035,2021-02-12,AMC,5.59
1036,2021-02-16,AMC,5.65
1037,2021-02-17,AMC,5.55
1038,2021-02-18,AMC,5.51
1039,2021-02-19,AMC,5.7
1040,2021-02-22,AMC,6.55
1041,2021-02-23,AMC,7.7
1042,2021-02-24,AMC,9.09
1043,2021-02-25,AMC,8.29
1044,2021-02-26,AMC,8.01
1045,2021-03-01,AMC,9.18
1046,2021-03-02,AMC,8.93
1047,2021-03-03,AMC,8.58
1048,2021-03-04,AMC,8.03
1049,2021-03-05,AMC,8.05
1050,2021-03-08,AMC,9.29
1051,2021-03-09,AMC,10.5
1052,2021-03-10,AMC,9.85
1053,2021-03-11,AMC,10.28
1054,2021-03-12,AMC,11.16
1055,2021-03-15,AMC,14.04
1056,2021-03-16,AMC,13.02
1057,2021-03-17,AMC,13.56
1058,2021-03-18,AMC,14.0
1059,2021-03-19,AMC,13.93
1060,2021-03-22,AMC,12.49
1061,2021-03-23,AMC,10.66
1062,2021-03-24,AMC,9.02
1063,2021-03-25,AMC,10.94
1064,2021-03-26,AMC,10.24
1065,2021-03-29,AMC,10.35
1066,2021-03-30,AMC,10.35
1067,2021-03-31,AMC,10.21
1068,2021-04-01,AMC,9.36
1069,2021-04-05,AMC,10.61
1070,2021-04-06,AMC,10.2
1071,2021-04-07,AMC,9.85
1072,2021-04-08,AMC,9.79
1073,2021-04-09,AMC,9.42
1074,2021-04-12,AMC,8.62
1075,2021-04-13,AMC,8.84
1076,2021-04-14,AMC,9.35
1077,2021-04-15,AMC,9.9
1078,2021-04-16,AMC,9.33
1079,2021-04-19,AMC,9.66
1080,2021-04-20,AMC,9.28
1081,2021-04-21,AMC,9.78
1082,2021-04-22,AMC,9.99
1083,2021-04-23,AMC,10.16
1084,2021-04-26,AMC,11.5
1085,2021-04-27,AMC,11.46
1086,2021-04-28,AMC,10.85
1087,2021-04-29,AMC,10.2
1088,2021-04-30,AMC,10.03
1089,2021-05-03,AMC,9.71
1090,2021-05-04,AMC,9.39
1091,2021-05-05,AMC,9.17
1092,2021-05-06,AMC,9.0
1093,2021-05-07,AMC,9.51
1094,2021-05-10,AMC,9.74
1095,2021-05-11,AMC,10.05
1096,2021-05-12,AMC,10.32
1097,2021-05-13,AMC,12.77
1098,2021-05-14,AMC,12.98
1099,2021-05-17,AMC,13.95
1100,2021-05-18,AMC,14.03
1101,2021-05-19,AMC,12.64
1102,2021-05-20,AMC,12.55
1103,2021-05-21,AMC,12.08
1104,2021-05-24,AMC,13.68
1105,2021-05-25,AMC,16.41
1106,2021-05-26,AMC,19.56
1107,2021-05-27,AMC,26.52
1108,2021-05-28,AMC,26.12
1109,2021-06-01,AMC,32.04
1110,2021-06-02,AMC,62.55
1111,2021-06-03,AMC,51.34
1112,2021-06-04,AMC,47.91
1113,2021-06-07,AMC,55.0
1114,2021-06-08,AMC,55.05
1115,2021-06-09,AMC,49.34
1116,2021-06-10,AMC,42.81
1117,2021-06-11,AMC,49.4
1118,2021-06-14,AMC,57.0
1119,2021-06-15,AMC,59.04
1120,2021-06-16,AMC,55.18
1121,2021-06-17,AMC,60.73
1122,2021-06-18,AMC,59.26
1123,2021-06-21,AMC,55.69
1124,2021-06-22,AMC,58.27
1125,2021-06-23,AMC,58.3
1126,2021-06-24,AMC,56.7
1127,2021-06-25,AMC,54.06
1128,2021-06-28,AMC,58.11
1129,2021-06-29,AMC,56.43
1130,2021-06-30,AMC,56.68
1131,2021-07-01,AMC,54.22
1132,2017-01-03,GME,25.37
1133,2017-01-04,GME,25.92
1134,2017-01-05,GME,25.0
1135,2017-01-06,GME,24.52
1136,2017-01-09,GME,24.49
1137,2017-01-10,GME,24.64
1138,2017-01-11,GME,24.61
1139,2017-01-12,GME,24.72
1140,2017-01-13,GME,22.73
1141,2017-01-17,GME,23.34
1142,2017-01-18,GME,23.49
1143,2017-01-19,GME,23.31
1144,2017-01-20,GME,23.58
1145,2017-01-23,GME,23.93
1146,2017-01-24,GME,23.87
1147,2017-01-25,GME,24.17
1148,2017-01-26,GME,24.22
1149,2017-01-27,GME,24.31
1150,2017-01-30,GME,24.18
1151,2017-01-31,GME,24.49
1152,2017-02-01,GME,24.3
1153,2017-02-02,GME,24.38
1154,2017-02-03,GME,24.74
1155,2017-02-06,GME,24.68
1156,2017-02-07,GME,24.63
1157,2017-02-08,GME,24.79
1158,2017-02-09,GME,25.39
1159,2017-02-10,GME,25.66
1160,2017-02-13,GME,25.37
1161,2017-02-14,GME,25.74
1162,2017-02-15,GME,25.78
1163,2017-02-16,GME,25.42
1164,2017-02-17,GME,25.57
1165,2017-02-21,GME,26.22
1166,2017-02-22,GME,26.26
1167,2017-02-23,GME,25.56
1168,2017-02-24,GME,26.28
1169,2017-02-27,GME,26.52
1170,2017-02-28,GME,24.44
1171,2017-03-01,GME,24.48
1172,2017-03-02,GME,24.98
1173,2017-03-03,GME,25.28
1174,2017-03-06,GME,24.91
1175,2017-03-07,GME,24.67
1176,2017-03-08,GME,25.0
1177,2017-03-09,GME,25.0
1178,2017-03-10,GME,25.18
1179,2017-03-13,GME,24.19
1180,2017-03-14,GME,24.56
1181,2017-03-15,GME,24.67
1182,2017-03-16,GME,24.26
1183,2017-03-17,GME,24.64
1184,2017-03-20,GME,23.88
1185,2017-03-21,GME,24.01
1186,2017-03-22,GME,24.09
1187,2017-03-23,GME,23.96
1188,2017-03-24,GME,20.7
1189,2017-03-27,GME,20.85
1190,2017-03-28,GME,21.72
1191,2017-03-29,GME,21.95
1192,2017-03-30,GME,22.46
1193,2017-03-31,GME,22.55
1194,2017-04-03,GME,22.0
1195,2017-04-04,GME,21.98
1196,2017-04-05,GME,21.76
1197,2017-04-06,GME,21.84
1198,2017-04-07,GME,21.66
1199,2017-04-10,GME,21.88
1200,2017-04-11,GME,22.11
1201,2017-04-12,GME,22.07
1202,2017-04-13,GME,22.38
1203,2017-04-17,GME,22.89
1204,2017-04-18,GME,22.84
1205,2017-04-19,GME,22.78
1206,2017-04-20,GME,23.19
1207,2017-04-21,GME,23.19
1208,2017-04-24,GME,23.22
1209,2017-04-25,GME,23.4
1210,2017-04-26,GME,23.65
1211,2017-04-27,GME,23.1
1212,2017-04-28,GME,22.69
1213,2017-05-01,GME,22.78
1214,2017-05-02,GME,23.44
1215,2017-05-03,GME,23.97
1216,2017-05-04,GME,23.57
1217,2017-05-05,GME,24.0
1218,2017-05-08,GME,24.38
1219,2017-05-09,GME,24.49
1220,2017-05-10,GME,24.95
1221,2017-05-11,GME,24.35
1222,2017-05-12,GME,24.03
1223,2017-05-15,GME,24.36
1224,2017-05-16,GME,24.47
1225,2017-05-17,GME,23.84
1226,2017-05-18,GME,23.78
1227,2017-05-19,GME,24.22
1228,2017-05-22,GME,24.05
1229,2017-05-23,GME,22.66
1230,2017-05-24,GME,22.71
1231,2017-05-25,GME,23.62
1232,2017-05-26,GME,22.22
1233,2017-05-30,GME,22.57
1234,2017-05-31,GME,22.14
1235,2017-06-01,GME,22.78
1236,2017-06-02,GME,22.67
1237,2017-06-05,GME,22.48
1238,2017-06-06,GME,21.9
1239,2017-06-07,GME,22.04
1240,2017-06-08,GME,21.37
1241,2017-06-09,GME,22.01
1242,2017-06-12,GME,21.71
1243,2017-06-13,GME,21.98
1244,2017-06-14,GME,21.63
1245,2017-06-15,GME,21.22
1246,2017-06-16,GME,20.59
1247,2017-06-19,GME,20.8
1248,2017-06-20,GME,20.64
1249,2017-06-21,GME,20.46
1250,2017-06-22,GME,20.54
1251,2017-06-23,GME,20.65
1252,2017-06-26,GME,21.13
1253,2017-06-27,GME,21.38
1254,2017-06-28,GME,21.51
1255,2017-06-29,GME,21.61
1256,2017-06-30,GME,21.61
1257,2017-07-03,GME,21.6
1258,2017-07-05,GME,21.51
1259,2017-07-06,GME,21.12
1260,2017-07-07,GME,20.91
1261,2017-07-10,GME,20.89
1262,2017-07-11,GME,20.96
1263,2017-07-12,GME,20.99
1264,2017-07-13,GME,21.16
1265,2017-07-14,GME,21.02
1266,2017-07-17,GME,21.28
1267,2017-07-18,GME,21.09
1268,2017-07-19,GME,21.35
1269,2017-07-20,GME,21.1
1270,2017-07-21,GME,20.78
1271,2017-07-24,GME,20.8
1272,2017-07-25,GME,21.26
1273,2017-07-26,GME,21.04
1274,2017-07-27,GME,21.7
1275,2017-07-28,GME,21.5
1276,2017-07-31,GME,21.69
1277,2017-08-01,GME,21.36
1278,2017-08-02,GME,21.38
1279,2017-08-03,GME,21.66
1280,2017-08-04,GME,21.93
1281,2017-08-07,GME,22.17
1282,2017-08-08,GME,21.94
1283,2017-08-09,GME,22.08
1284,2017-08-10,GME,21.47
1285,2017-08-11,GME,21.76
1286,2017-08-14,GME,21.85
1287,2017-08-15,GME,20.93
1288,2017-08-16,GME,21.39
1289,2017-08-17,GME,21.1
1290,2017-08-18,GME,21.22
1291,2017-08-21,GME,20.98
1292,2017-08-22,GME,21.64
1293,2017-08-23,GME,21.48
1294,2017-08-24,GME,21.78
1295,2017-08-25,GME,19.4
1296,2017-08-28,GME,19.15
1297,2017-08-29,GME,18.75
1298,2017-08-30,GME,18.79
1299,2017-08-31,GME,18.5
1300,2017-09-01,GME,18.67
1301,2017-09-05,GME,18.94
1302,2017-09-06,GME,19.34
1303,2017-09-07,GME,18.85
1304,2017-09-08,GME,19.15
1305,2017-09-11,GME,19.2
1306,2017-09-12,GME,19.53
1307,2017-09-13,GME,20.02
1308,2017-09-14,GME,20.08
1309,2017-09-15,GME,20.29
1310,2017-09-18,GME,20.17
1311,2017-09-19,GME,20.19
1312,2017-09-20,GME,20.1
1313,2017-09-21,GME,19.89
1314,2017-09-22,GME,20.01
1315,2017-09-25,GME,20.44
1316,2017-09-26,GME,20.65
1317,2017-09-27,GME,20.85
1318,2017-09-28,GME,20.79
1319,2017-09-29,GME,20.66
1320,2017-10-02,GME,20.47
1321,2017-10-03,GME,20.21
1322,2017-10-04,GME,20.25
1323,2017-10-05,GME,20.52
1324,2017-10-06,GME,20.02
1325,2017-10-09,GME,20.15
1326,2017-10-10,GME,20.23
1327,2017-10-11,GME,19.59
1328,2017-10-12,GME,19.5
1329,2017-10-13,GME,19.71
1330,2017-10-16,GME,19.41
1331,2017-10-17,GME,19.66
1332,2017-10-18,GME,20.05
1333,2017-10-19,GME,20.05
1334,2017-10-20,GME,20.13
1335,2017-10-23,GME,20.28
1336,2017-10-24,GME,19.96
1337,2017-10-25,GME,19.62
1338,2017-10-26,GME,19.51
1339,2017-10-27,GME,19.34
1340,2017-10-30,GME,18.77
1341,2017-10-31,GME,18.69
1342,2017-11-01,GME,18.6
1343,2017-11-02,GME,18.51
1344,2017-11-03,GME,18.1
1345,2017-11-06,GME,17.83
1346,2017-11-07,GME,17.11
1347,2017-11-08,GME,17.2
1348,2017-11-09,GME,17.56
1349,2017-11-10,GME,16.43
1350,2017-11-13,GME,16.2
1351,2017-11-14,GME,16.19
1352,2017-11-15,GME,16.0
1353,2017-11-16,GME,16.18
1354,2017-11-17,GME,16.31
1355,2017-11-20,GME,16.44
1356,2017-11-21,GME,16.73
1357,2017-11-22,GME,17.37
1358,2017-11-24,GME,17.42
1359,2017-11-27,GME,18.17
1360,2017-11-28,GME,19.02
1361,2017-11-29,GME,19.52
1362,2017-11-30,GME,18.75
1363,2017-12-01,GME,18.77
1364,2017-12-04,GME,19.4
1365,2017-12-05,GME,19.27
1366,2017-12-06,GME,19.01
1367,2017-12-07,GME,18.63
1368,2017-12-08,GME,19.2
1369,2017-12-11,GME,19.07
1370,2017-12-12,GME,19.11
1371,2017-12-13,GME,18.67
1372,2017-12-14,GME,18.38
1373,2017-12-15,GME,18.34
1374,2017-12-18,GME,18.66
1375,2017-12-19,GME,18.39
1376,2017-12-20,GME,18.25
1377,2017-12-21,GME,18.45
1378,2017-12-22,GME,18.29
1379,2017-12-26,GME,18.51
1380,2017-12-27,GME,18.25
1381,2017-12-28,GME,18.17
1382,2017-12-29,GME,17.95
1383,2018-01-02,GME,18.26
1384,2018-01-03,GME,18.2
1385,2018-01-04,GME,18.32
1386,2018-01-05,GME,18.68
1387,2018-01-08,GME,19.23
1388,2018-01-09,GME,19.55
1389,2018-01-10,GME,19.68
1390,2018-01-11,GME,19.96
1391,2018-01-12,GME,17.76
1392,2018-01-16,GME,17.16
1393,2018-01-17,GME,17.5
1394,2018-01-18,GME,17.86
1395,2018-01-19,GME,18.13
1396,2018-01-22,GME,17.55
1397,2018-01-23,GME,17.4
1398,2018-01-24,GME,16.98
1399,2018-01-25,GME,16.84
1400,2018-01-26,GME,17.06
1401,2018-01-29,GME,17.15
1402,2018-01-30,GME,17.07
1403,2018-01-31,GME,16.81
1404,2018-02-01,GME,16.66
1405,2018-02-02,GME,16.23
1406,2018-02-05,GME,15.65
1407,2018-02-06,GME,16.14
1408,2018-02-07,GME,16.47
1409,2018-02-08,GME,15.83
1410,2018-02-09,GME,16.17
1411,2018-02-12,GME,15.8
1412,2018-02-13,GME,15.58
1413,2018-02-14,GME,16.22
1414,2018-02-15,GME,16.41
1415,2018-02-16,GME,16.4
1416,2018-02-20,GME,15.86
1417,2018-02-21,GME,15.69
1418,2018-02-22,GME,15.62
1419,2018-02-23,GME,15.97
1420,2018-02-26,GME,16.08
1421,2018-02-27,GME,15.57
1422,2018-02-28,GME,15.69
1423,2018-03-01,GME,15.97
1424,2018-03-02,GME,15.93
1425,2018-03-05,GME,16.05
1426,2018-03-06,GME,16.06
1427,2018-03-07,GME,15.94
1428,2018-03-08,GME,15.64
1429,2018-03-09,GME,15.85
1430,2018-03-12,GME,15.55
1431,2018-03-13,GME,15.61
1432,2018-03-14,GME,15.46
1433,2018-03-15,GME,15.31
1434,2018-03-16,GME,15.42
1435,2018-03-19,GME,14.81
1436,2018-03-20,GME,14.47
1437,2018-03-21,GME,14.02
1438,2018-03-22,GME,13.83
1439,2018-03-23,GME,13.5
1440,2018-03-26,GME,14.04
1441,2018-03-27,GME,13.88
1442,2018-03-28,GME,14.15
1443,2018-03-29,GME,12.62
1444,2018-04-02,GME,12.82
1445,2018-04-03,GME,13.01
1446,2018-04-04,GME,13.34
1447,2018-04-05,GME,13.56
1448,2018-04-06,GME,13.43
1449,2018-04-09,GME,13.48
1450,2018-04-10,GME,13.68
1451,2018-04-11,GME,13.84
1452,2018-04-12,GME,13.63
1453,2018-04-13,GME,13.61
1454,2018-04-16,GME,13.81
1455,2018-04-17,GME,13.94
1456,2018-04-18,GME,13.66
1457,2018-04-19,GME,13.52
1458,2018-04-20,GME,12.88
1459,2018-04-23,GME,13.2
1460,2018-04-24,GME,13.41
1461,2018-04-25,GME,13.46
1462,2018-04-26,GME,13.67
1463,2018-04-27,GME,13.86
1464,2018-04-30,GME,13.65
1465,2018-05-01,GME,13.85
1466,2018-05-02,GME,13.45
1467,2018-05-03,GME,12.83
1468,2018-05-04,GME,13.0
1469,2018-05-07,GME,12.89
1470,2018-05-08,GME,12.79
1471,2018-05-09,GME,12.93
1472,2018-05-10,GME,13.03
1473,2018-05-11,GME,12.71
1474,2018-05-14,GME,13.26
1475,2018-05-15,GME,13.51
1476,2018-05-16,GME,13.55
1477,2018-05-17,GME,13.62
1478,2018-05-18,GME,12.46
1479,2018-05-21,GME,12.78
1480,2018-05-22,GME,12.67
1481,2018-05-23,GME,12.72
1482,2018-05-24,GME,12.74
1483,2018-05-25,GME,12.67
1484,2018-05-29,GME,13.05
1485,2018-05-30,GME,13.42
1486,2018-05-31,GME,13.2
1487,2018-06-01,GME,13.72
1488,2018-06-04,GME,14.24
1489,2018-06-05,GME,14.6
1490,2018-06-06,GME,14.42
1491,2018-06-07,GME,14.49
1492,2018-06-08,GME,14.53
1493,2018-06-11,GME,14.29
1494,2018-06-12,GME,14.05
1495,2018-06-13,GME,13.33
1496,2018-06-14,GME,12.85
1497,2018-06-15,GME,13.96
1498,2018-06-18,GME,15.2
1499,2018-06-19,GME,15.75
1500,2018-06-20,GME,15.71
1501,2018-06-21,GME,15.53
1502,2018-06-22,GME,15.52
1503,2018-06-25,GME,15.11
1504,2018-06-26,GME,14.97
1505,2018-06-27,GME,14.6
1506,2018-06-28,GME,14.88
1507,2018-06-29,GME,14.57
1508,2018-07-02,GME,14.16
1509,2018-07-03,GME,14.05
1510,2018-07-05,GME,14.63
1511,2018-07-06,GME,15.15
1512,2018-07-09,GME,15.47
1513,2018-07-10,GME,14.86
1514,2018-07-11,GME,14.7
1515,2018-07-12,GME,15.09
1516,2018-07-13,GME,15.28
1517,2018-07-16,GME,15.22
1518,2018-07-17,GME,14.58
1519,2018-07-18,GME,14.58
1520,2018-07-19,GME,14.92
1521,2018-07-20,GME,15.08
1522,2018-07-23,GME,14.89
1523,2018-07-24,GME,14.78
1524,2018-07-25,GME,14.51
1525,2018-07-26,GME,14.81
1526,2018-07-27,GME,14.83
1527,2018-07-30,GME,14.7
1528,2018-07-31,GME,14.41
1529,2018-08-01,GME,14.73
1530,2018-08-02,GME,14.62
1531,2018-08-03,GME,14.85
1532,2018-08-06,GME,14.86
1533,2018-08-07,GME,15.12
1534,2018-08-08,GME,15.25
1535,2018-08-09,GME,15.21
1536,2018-08-10,GME,15.32
1537,2018-08-13,GME,15.21
1538,2018-08-14,GME,15.5
1539,2018-08-15,GME,15.42
1540,2018-08-16,GME,15.22
1541,2018-08-17,GME,15.33
1542,2018-08-20,GME,15.85
1543,2018-08-21,GME,16.49
1544,2018-08-22,GME,16.98
1545,2018-08-23,GME,16.76
1546,2018-08-24,GME,16.55
1547,2018-08-27,GME,14.71
1548,2018-08-28,GME,14.03
1549,2018-08-29,GME,14.12
1550,2018-08-30,GME,13.58
1551,2018-08-31,GME,13.27
1552,2018-09-04,GME,14.05
1553,2018-09-05,GME,16.26
1554,2018-09-06,GME,16.14
1555,2018-09-07,GME,16.13
1556,2018-09-10,GME,16.0
1557,2018-09-11,GME,16.16
1558,2018-09-12,GME,16.66
1559,2018-09-13,GME,17.04
1560,2018-09-14,GME,16.79
1561,2018-09-17,GME,16.61
1562,2018-09-18,GME,16.5
1563,2018-09-19,GME,16.6
1564,2018-09-20,GME,16.49
1565,2018-09-21,GME,16.52
1566,2018-09-24,GME,15.52
1567,2018-09-25,GME,16.02
1568,2018-09-26,GME,15.59
1569,2018-09-27,GME,15.55
1570,2018-09-28,GME,15.27
1571,2018-10-01,GME,15.28
1572,2018-10-02,GME,14.87
1573,2018-10-03,GME,14.92
1574,2018-10-04,GME,14.82
1575,2018-10-05,GME,14.68
1576,2018-10-08,GME,14.98
1577,2018-10-09,GME,14.76
1578,2018-10-10,GME,14.83
1579,2018-10-11,GME,14.66
1580,2018-10-12,GME,14.8
1581,2018-10-15,GME,14.88
1582,2018-10-16,GME,15.29
1583,2018-10-17,GME,15.32
1584,2018-10-18,GME,15.06
1585,2018-10-19,GME,14.73
1586,2018-10-22,GME,15.12
1587,2018-10-23,GME,15.27
1588,2018-10-24,GME,15.07
1589,2018-10-25,GME,14.44
1590,2018-10-26,GME,13.71
1591,2018-10-29,GME,14.53
1592,2018-10-30,GME,14.67
1593,2018-10-31,GME,14.6
1594,2018-11-01,GME,15.35
1595,2018-11-02,GME,15.61
1596,2018-11-05,GME,14.99
1597,2018-11-06,GME,14.95
1598,2018-11-07,GME,14.9
1599,2018-11-08,GME,14.86
1600,2018-11-09,GME,14.64
1601,2018-11-12,GME,13.88
1602,2018-11-13,GME,13.88
1603,2018-11-14,GME,12.96
1604,2018-11-15,GME,13.13
1605,2018-11-16,GME,12.79
1606,2018-11-19,GME,13.03
1607,2018-11-20,GME,12.28
1608,2018-11-21,GME,13.71
1609,2018-11-23,GME,13.5
1610,2018-11-26,GME,14.58
1611,2018-11-27,GME,14.72
1612,2018-11-28,GME,15.01
1613,2018-11-29,GME,14.63
1614,2018-11-30,GME,13.66
1615,2018-12-03,GME,13.87
1616,2018-12-04,GME,13.5
1617,2018-12-06,GME,13.56
1618,2018-12-07,GME,13.68
1619,2018-12-10,GME,13.23
1620,2018-12-11,GME,12.95
1621,2018-12-12,GME,13.23
1622,2018-12-13,GME,12.79
1623,2018-12-14,GME,12.76
1624,2018-12-17,GME,12.65
1625,2018-12-18,GME,12.73
1626,2018-12-19,GME,12.58
1627,2018-12-20,GME,12.43
1628,2018-12-21,GME,11.96
1629,2018-12-24,GME,11.67
1630,2018-12-26,GME,12.4
1631,2018-12-27,GME,12.18
1632,2018-12-28,GME,12.28
1633,2018-12-31,GME,12.62
1634,2019-01-02,GME,13.07
1635,2019-01-03,GME,12.97
1636,2019-01-04,GME,15.24
