ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,delta
TSLA,1/12/2015,202.21,5945607,203.05,204.47,199.25,0%
AAPL,1/13/2015,110.22,66969980,111.43,112.8,108.91,-1%
AMZN,1/13/2015,294.74,4135336,297.48,301.4976,293.23,-1%
GOOGL,1/13/2015,501.8,3049845,502.57,508.6,497.26,0%
GOOG,1/13/2015,496.18,2365612,498.84,502.98,492.39,-1%
MSFT,1/13/2015,46.355,35258300,46.97,47.91,46.06,-1%
TSLA,1/13/2015,204.25,4247704,203.32,207.61,200.911,0%
AAPL,1/14/2015,109.8,48728190,109.04,110.49,108.5,1%
AMZN,1/14/2015,293.27,5493402,291.93,295.91,286.503,0%
GOOGL,1/14/2015,505.93,2633957,500.42,508.26,498.16,1%
GOOG,1/14/2015,500.87,2210623,494.65,503.23,493,1%
MSFT,1/14/2015,45.955,29713190,45.96,46.24,45.62,0%
TSLA,1/14/2015,192.69,11516340,185.83,195.2,185,4%
AAPL,1/15/2015,106.82,59808470,110,110.06,106.66,-3%
AMZN,1/15/2015,286.95,4410629,294,295.9995,286.815,-2%
GOOGL,1/15/2015,504.01,2553978,508.89,509.75,502.01,-1%
GOOG,1/15/2015,501.79,2710022,505.57,505.68,497.76,-1%
MSFT,1/15/2015,45.48,32744260,46.22,46.38,45.41,-2%
TSLA,1/15/2015,191.87,5204777,194.49,195.7499,190,-1%
AAPL,1/16/2015,105.99,78453330,107.03,107.58,105.2,-1%
AMZN,1/16/2015,290.74,3476787,286.28,290.79,285.25,2%
GOOGL,1/16/2015,510.455,2482675,503.15,510.85,503.09,1%
GOOG,1/16/2015,508.08,2291530,500.01,508.19,500,2%
MSFT,1/16/2015,46.24,35683380,45.31,46.28,45.17,2%
TSLA,1/16/2015,193.07,3590855,190.7,194.49,189.65,1%
AAPL,1/17/2015,105.99,78453330,107.03,107.58,105.2,-1%
AMZN,1/17/2015,290.74,3476787,286.28,290.79,285.25,2%
GOOGL,1/17/2015,510.455,2482675,503.15,510.85,503.09,1%
GOOG,1/17/2015,508.08,2291530,500.01,508.19,500,2%
MSFT,1/17/2015,46.24,35683380,45.31,46.28,45.17,2%
TSLA,1/17/2015,193.07,3590855,190.7,194.49,189.65,1%
AAPL,1/18/2015,105.99,78453330,107.03,107.58,105.2,-1%
AMZN,1/18/2015,290.74,3476787,286.28,290.79,285.25,2%
GOOGL,1/18/2015,510.455,2482675,503.15,510.85,503.09,1%
GOOG,1/18/2015,508.08,2291530,500.01,508.19,500,2%
MSFT,1/18/2015,46.24,35683380,45.31,46.28,45.17,2%
TSLA,1/18/2015,193.07,3590855,190.7,194.49,189.65,1%
AAPL,1/19/2015,105.99,78453330,107.03,107.58,105.2,-1%
AMZN,1/19/2015,290.74,3476787,286.28,290.79,285.25,2%
GOOGL,1/19/2015,510.455,2482675,503.15,510.85,503.09,1%
GOOG,1/19/2015,508.08,2291530,500.01,508.19,500,2%
MSFT,1/19/2015,46.24,35683380,45.31,46.28,45.17,2%
TSLA,1/19/2015,193.07,3590855,190.7,194.49,189.65,1%
AAPL,1/20/2015,108.72,49742320,107.84,108.9667,106.5,1%
AMZN,1/20/2015,289.44,3065857,292.59,293.3599,286.39,-1%
GOOGL,1/20/2015,509.94,2340379,512.77,515.61,509.37,-1%
GOOG,1/20/2015,506.9,2222805,511,512.5,506.016,-1%
MSFT,1/20/2015,46.39,36121800,46.3,46.65,45.57,0%
TSLA,1/20/2015,191.93,4490681,193.87,194.1199,187.04,-1%
AAPL,1/21/2015,109.55,48482860,108.95,111.06,108.27,1%
AMZN,1/21/2015,297.25,10060450,289.64,306,287.26,3%
GOOGL,1/21/2015,520.39,2316928,510.84,521.851,509.59,2%
GOOG,1/21/2015,518.04,2259477,507.25,519.28,506.2,2%
MSFT,1/21/2015,45.92,37113740,45.94,46.14,45.48,0%
TSLA,1/21/2015,196.57,4144121,189.55,198.68,189.51,4%
AAPL,1/22/2015,112.4,53717440,110.26,112.47,109.72,2%
AMZN,1/22/2015,310.32,5338530,300,312.25,300,3%
GOOGL,1/22/2015,537.3,2799380,523,538.84,521.91,3%
GOOG,1/22/2015,534.39,2662154,521.48,536.33,519.7,2%
MSFT,1/22/2015,47.13,35842790,46.38,47.135,46.08,2%
TSLA,1/22/2015,201.62,4103753,197,203.24,195.2,2%
AAPL,1/23/2015,112.98,46420020,112.3,113.75,111.53,1%
AMZN,1/23/2015,312.39,4476045,308.08,316.93,307.72,1%
GOOGL,1/23/2015,541.95,2295988,538.03,545.41,535.7508,1%
GOOG,1/23/2015,539.95,2272098,535.59,542.17,533,1%
MSFT,1/23/2015,47.18,26136690,47.36,47.39,46.8,0%
TSLA,1/23/2015,201.29,3441052,200.29,203.5,198.33,0%
AAPL,1/24/2015,112.98,46420020,112.3,113.75,111.53,1%
AMZN,1/24/2015,312.39,4476045,308.08,316.93,307.72,1%
GOOGL,1/24/2015,541.95,2295988,538.03,545.41,535.7508,1%
GOOG,1/24/2015,539.95,2272098,535.59,542.17,533,1%
MSFT,1/24/2015,47.18,26136690,47.36,47.39,46.8,0%
TSLA,1/24/2015,201.29,3441052,200.29,203.5,198.33,0%
AAPL,1/25/2015,112.98,46420020,112.3,113.75,111.53,1%
AMZN,1/25/2015,312.39,4476045,308.08,316.93,307.72,1%
GOOGL,1/25/2015,541.95,2295988,538.03,545.41,535.7508,1%
GOOG,1/25/2015,539.95,2272098,535.59,542.17,533,1%
MSFT,1/25/2015,47.18,26136690,47.36,47.39,46.8,0%
TSLA,1/25/2015,201.29,3441052,200.29,203.5,198.33,0%
AAPL,1/26/2015,113.1,55457420,113.74,114.3626,112.8,-1%
AMZN,1/26/2015,309.66,3168827,311.82,313,307.5201,-1%
GOOGL,1/26/2015,536.72,1546251,541.5,541.5,532.07,-1%
GOOG,1/26/2015,535.21,1538786,538.53,539,529.67,-1%
MSFT,1/26/2015,47.01,40995700,47,47.1339,46.2399,0%
TSLA,1/26/2015,206.55,3231121,201.83,208.62,201.05,2%
AAPL,1/27/2015,109.14,92326640,112.42,112.48,109.03,-3%
AMZN,1/27/2015,306.75,2917710,306.3,310.243,302.625,0%
GOOGL,1/27/2015,521.19,1956292,531.4,532.78,520.8612,-2%
GOOG,1/27/2015,518.63,1897347,529.97,530.7,518.19,-2%
MSFT,1/27/2015,42.66,169115000,42.95,43.2,42.105,-1%
TSLA,1/27/2015,205.98,2777926,204.42,208.03,203.3,1%
AAPL,1/28/2015,115.31,146184300,117.625,118.12,115.31,-2%
AMZN,1/28/2015,303.91,3057997,309.81,311.51,303.8,-2%
GOOGL,1/28/2015,512.43,1784237,525,525.69,512.35,-2%
GOOG,1/28/2015,510,1677083,522.78,522.99,510,-2%
MSFT,1/28/2015,41.19,84453280,42.74,42.79,41.16,-4%
TSLA,1/28/2015,199.37,3139481,206.11,206.368,198.42,-3%
AAPL,1/29/2015,118.9,84132130,116.32,119.19,115.56,2%
AMZN,1/29/2015,311.78,8067441,304.73,312.8,299.33,2%
GOOGL,1/29/2015,513.23,3889925,512.9,515.19,503.48,0%
GOOG,1/29/2015,510.66,4105168,511,511.09,501.2,0%
MSFT,1/29/2015,42.01,63551980,40.93,42.12,40.79,3%
TSLA,1/29/2015,205.2,3542577,201.07,205.98,196.5,2%
AAPL,1/30/2015,117.16,83646800,118.4,120,116.85,-1%
AMZN,1/30/2015,354.53,23846720,346.32,359.5,340.74,2%
GOOGL,1/30/2015,537.55,6053660,519,543.1,518.18,4%
GOOG,1/30/2015,534.52,5588904,515.86,539.87,515.52,4%
MSFT,1/30/2015,40.4,77983360,41.55,41.58,40.35,-3%
TSLA,1/30/2015,203.6,3001268,203.96,207.47,203,0%
AAPL,1/31/2015,117.16,83646800,118.4,120,116.85,-1%
AMZN,1/31/2015,354.53,23846720,346.32,359.5,340.74,2%
GOOGL,1/31/2015,537.55,6053660,519,543.1,518.18,4%
GOOG,1/31/2015,534.52,5588904,515.86,539.87,515.52,4%
MSFT,1/31/2015,40.4,77983360,41.55,41.58,40.35,-3%
TSLA,1/31/2015,203.6,3001268,203.96,207.47,203,0%
AAPL,2/1/2015,117.16,83646800,118.4,120,116.85,-1%
AMZN,2/1/2015,354.53,23846720,346.32,359.5,340.74,2%
GOOGL,2/1/2015,537.55,6053660,519,543.1,518.18,4%
GOOG,2/1/2015,534.52,5588904,515.86,539.87,515.52,4%
MSFT,2/1/2015,40.4,77983360,41.55,41.58,40.35,-3%
TSLA,2/1/2015,203.6,3001268,203.96,207.47,203,0%
AAPL,2/2/2015,118.63,62542440,118.05,119.17,116.08,0%
AMZN,2/2/2015,364.47,10222230,350.05,365,350.01,4%
GOOGL,2/2/2015,532.2,3765337,534.32,536.5,521.72,0%
GOOG,2/2/2015,528.48,2836638,531.73,533,518.55,-1%
MSFT,2/2/2015,41.28,50274250,40.59,41.37,40.23,2%
TSLA,2/2/2015,210.94,4143850,203.97,211.9499,203.3,3%
AAPL,2/3/2015,118.65,51842080,118.5,119.09,117.61,0%
AMZN,2/3/2015,363.55,6209015,360.29,367.817,360.21,1%
GOOGL,2/3/2015,533.3,2352437,529.94,537.45,526.81,1%
GOOG,2/3/2015,529.24,2032952,528,533.4,523.26,0%
MSFT,2/3/2015,41.6,52068450,41.63,41.93,41.045,0%
TSLA,2/3/2015,218.36,4815834,213.22,220.37,211.27,2%
AAPL,2/4/2015,119.56,69975180,118.5,120.51,118.309,1%
AMZN,2/4/2015,364.75,4167409,358.38,367.5,358.23,2%
GOOGL,2/4/2015,526.1,1692531,533.14,536.746,525.03,-1%
GOOG,2/4/2015,522.76,1657900,529.24,532.6715,521.27,-1%
MSFT,2/4/2015,41.84,41585310,41.94,42.21,41.36,0%
TSLA,2/4/2015,218.55,3304417,218.29,221.479,216.8,0%
AAPL,2/5/2015,119.94,42197110,120.02,120.23,119.25,0%
AMZN,2/5/2015,373.89,7243644,366,378.8,365.9,2%
GOOGL,2/5/2015,529.83,1658557,527.93,530.69,525.64,0%
GOOG,2/5/2015,527.58,1843714,523.79,528.5,522.09,1%
MSFT,2/5/2015,42.45,36543020,42.22,42.64,41.855,1%
TSLA,2/5/2015,220.99,3518316,219.88,225.48,219.638,1%
AAPL,2/6/2015,118.93,43633660,120.02,120.25,118.45,-1%
AMZN,2/6/2015,374.28,3888587,374.87,375.9899,371.01,0%
GOOGL,2/6/2015,533.875,2144723,531.01,540.215,528.65,1%
GOOG,2/6/2015,531,1758422,527.64,537.2,526.41,1%
MSFT,2/6/2015,42.41,34612420,42.68,42.79,42.15,-1%
TSLA,2/6/2015,217.36,3235856,222,223.4,216.5001,-2%
AAPL,2/7/2015,118.93,43633660,120.02,120.25,118.45,-1%
AMZN,2/7/2015,374.28,3888587,374.87,375.9899,371.01,0%
GOOGL,2/7/2015,533.875,2144723,531.01,540.215,528.65,1%
GOOG,2/7/2015,531,1758422,527.64,537.2,526.41,1%
MSFT,2/7/2015,42.41,34612420,42.68,42.79,42.15,-1%
TSLA,2/7/2015,217.36,3235856,222,223.4,216.5001,-2%
AAPL,2/8/2015,118.93,43633660,120.02,120.25,118.45,-1%
AMZN,2/8/2015,374.28,3888587,374.87,375.9899,371.01,0%
GOOGL,2/8/2015,533.875,2144723,531.01,540.215,528.65,1%
GOOG,2/8/2015,531,1758422,527.64,537.2,526.41,1%
MSFT,2/8/2015,42.41,34612420,42.68,42.79,42.15,-1%
TSLA,2/8/2015,217.36,3235856,222,223.4,216.5001,-2%
AAPL,2/9/2015,119.72,37900780,118.55,119.84,118.43,1%
AMZN,2/9/2015,370.56,2675316,371,374.41,367.2,0%
GOOGL,2/9/2015,529.28,1513810,531.06,533.88,527.55,0%
GOOG,2/9/2015,527.83,1263243,528,532,526.02,0%
MSFT,2/9/2015,42.36,27416280,42.24,42.74,42.21,0%
TSLA,2/9/2015,217.48,3469776,215.38,217.93,211.99,1%
AAPL,2/10/2015,122.02,61845390,120.17,122.15,120.16,2%
AMZN,2/10/2015,372.995,2286489,371.19,374.3,368.51,0%
GOOGL,2/10/2015,540.16,2367572,532.15,541,529.1725,2%
GOOG,2/10/2015,536.94,1744529,529.3,537.7,526.92,1%
MSFT,2/10/2015,42.6,29655280,42.74,42.77,42.18,0%
TSLA,2/10/2015,216.29,5348862,217.55,220.5,215,-1%
AAPL,2/11/2015,124.88,73278020,122.77,124.92,122.5,2%
AMZN,2/11/2015,375.14,2785533,371.23,377.1,371.1,1%
GOOGL,2/11/2015,538,1914093,539.73,541.95,536,0%
GOOG,2/11/2015,535.97,1372342,535.3,538.45,533.3775,0%
MSFT,2/11/2015,42.38,38248500,42.65,42.65,42.21,-1%
TSLA,2/11/2015,212.8,9053083,212.21,214.74,207.28,0%
AAPL,2/12/2015,126.46,74374630,126.06,127.48,125.57,0%
AMZN,2/12/2015,377.17,2790630,375.1,378.51,373.15,1%
GOOGL,2/12/2015,546.01,2427255,539.66,548.34,537,1%
GOOG,2/12/2015,542.93,1612310,537.25,544.82,534.673,1%
MSFT,2/12/2015,43.09,33238000,42.66,43.09,42.51,1%
TSLA,2/12/2015,202.88,15626830,193.57,203.0882,193.28,5%
AAPL,2/13/2015,127.08,53955650,127.28,127.28,125.65,0%
AMZN,2/13/2015,381.83,3472891,378.41,383,377.01,1%
GOOGL,2/13/2015,551.16,2298660,547.51,552.54,546.6,1%
GOOG,2/13/2015,549.01,1876720,543.35,549.91,543.13,1%
MSFT,2/13/2015,43.87,40112080,43.38,43.87,43.15,1%
TSLA,2/13/2015,203.77,6148207,202.9,205.99,200.91,0%
AAPL,2/14/2015,127.08,53955650,127.28,127.28,125.65,0%
AMZN,2/14/2015,381.83,3472891,378.41,383,377.01,1%
GOOGL,2/14/2015,551.16,2298660,547.51,552.54,546.6,1%
GOOG,2/14/2015,549.01,1876720,543.35,549.91,543.13,1%
MSFT,2/14/2015,43.87,40112080,43.38,43.87,43.15,1%
TSLA,2/14/2015,203.77,6148207,202.9,205.99,200.91,0%
AAPL,2/15/2015,127.08,53955650,127.28,127.28,125.65,0%
AMZN,2/15/2015,381.83,3472891,378.41,383,377.01,1%
GOOGL,2/15/2015,551.16,2298660,547.51,552.54,546.6,1%
GOOG,2/15/2015,549.01,1876720,543.35,549.91,543.13,1%
MSFT,2/15/2015,43.87,40112080,43.38,43.87,43.15,1%
TSLA,2/15/2015,203.77,6148207,202.9,205.99,200.91,0%
AAPL,2/16/2015,127.08,53955650,127.28,127.28,125.65,0%
AMZN,2/16/2015,381.83,3472891,378.41,383,377.01,1%
GOOGL,2/16/2015,551.16,2298660,547.51,552.54,546.6,1%
GOOG,2/16/2015,549.01,1876720,543.35,549.91,543.13,1%
MSFT,2/16/2015,43.87,40112080,43.38,43.87,43.15,1%
TSLA,2/16/2015,203.77,6148207,202.9,205.99,200.91,0%
AAPL,2/17/2015,127.83,63014110,127.49,128.88,126.92,0%
AMZN,2/17/2015,375.43,3662187,377.72,379.985,372.67,-1%
GOOGL,2/17/2015,545.01,1957516,551.16,553,543.26,-1%
GOOG,2/17/2015,542.84,1609871,546.83,550,541.09,-1%
MSFT,2/17/2015,43.58,33692870,43.97,44,43.19,-1%
TSLA,2/17/2015,204.35,3964555,205.7,205.7,201.5,-1%
AAPL,2/18/2015,128.715,44695980,127.625,128.78,127.45,1%
AMZN,2/18/2015,373.37,2648954,373.78,376.74,372.85,0%
GOOGL,2/18/2015,542.65,1462015,543.82,547.55,539.55,0%
GOOG,2/18/2015,539.7,1448453,541.4,545.49,537.51,0%
MSFT,2/18/2015,43.53,27105640,43.63,43.7,43.39,0%
TSLA,2/18/2015,204.46,2710898,204.17,206.17,202.6,0%
AAPL,2/19/2015,128.45,37295460,128.48,129.03,128.33,0%
AMZN,2/19/2015,378.995,2948520,373.49,381.88,373.43,1%
GOOGL,2/19/2015,546.45,1541664,542.47,546.86,540.75,1%
GOOG,2/19/2015,542.87,986623,538.04,543.11,538.01,1%
MSFT,2/19/2015,43.5,27598050,43.18,43.5263,43.05,1%
TSLA,2/19/2015,211.705,5137203,205,212.44,203.75,3%
AAPL,2/20/2015,129.495,48878410,128.62,129.5,128.05,1%
AMZN,2/20/2015,383.66,3219724,378.62,383.7,375.84,1%
GOOGL,2/20/2015,541.8,1911661,547.58,547.58,538.1,-1%
GOOG,2/20/2015,538.95,1441147,543.13,543.75,535.8,-1%
MSFT,2/20/2015,43.855,29710140,43.51,43.88,43.29,1%
TSLA,2/20/2015,217.11,5978376,210.78,217.6,209.81,3%
AAPL,2/21/2015,129.495,48878410,128.62,129.5,128.05,1%
AMZN,2/21/2015,383.66,3219724,378.62,383.7,375.84,1%
GOOGL,2/21/2015,541.8,1911661,547.58,547.58,538.1,-1%
GOOG,2/21/2015,538.95,1441147,543.13,543.75,535.8,-1%
MSFT,2/21/2015,43.855,29710140,43.51,43.88,43.29,1%
TSLA,2/21/2015,217.11,5978376,210.78,217.6,209.81,3%
AAPL,2/22/2015,129.495,48878410,128.62,129.5,128.05,1%
AMZN,2/22/2015,383.66,3219724,378.62,383.7,375.84,1%
GOOGL,2/22/2015,541.8,1911661,547.58,547.58,538.1,-1%
GOOG,2/22/2015,538.95,1441147,543.13,543.75,535.8,-1%
MSFT,2/22/2015,43.855,29710140,43.51,43.88,43.29,1%
TSLA,2/22/2015,217.11,5978376,210.78,217.6,209.81,3%
AAPL,2/23/2015,133,73089250,130.02,133,129.66,2%
AMZN,2/23/2015,380.14,2175306,383.44,384.54,378,-1%
GOOGL,2/23/2015,535,1642529,539,539.3,532,-1%
GOOG,2/23/2015,531.91,1453049,536.05,536.439,529.41,-1%
MSFT,2/23/2015,44.15,32510550,43.7,44.19,43.65,1%
TSLA,2/23/2015,207.335,8487131,215.66,218.2,206.33,-4%
AAPL,2/24/2015,132.17,69109410,132.94,133.6,131.17,-1%
AMZN,2/24/2015,378.59,1920509,378.65,380.48,376.16,0%
GOOGL,2/24/2015,538.65,1421363,531.55,539.4,531,1%
GOOG,2/24/2015,536.09,1002313,530,536.79,528.25,1%
MSFT,2/24/2015,44.09,25262080,44.15,44.3,43.92,0%
TSLA,2/24/2015,204.11,6587298,207.29,207.29,201.7,-2%
AAPL,2/25/2015,128.79,74555120,131.56,131.6,128.15,-2%
AMZN,2/25/2015,385.37,3167481,377.27,387.85,376.54,2%
GOOGL,2/25/2015,547.33,2041250,538.44,549.57,538.01,2%
GOOG,2/25/2015,543.87,1820199,535.9,546.22,535.445,1%
MSFT,2/25/2015,43.99,29749090,43.95,44.09,43.8,0%
TSLA,2/25/2015,203.76,3907505,204.94,207.14,202.58,-1%
AAPL,2/26/2015,130.415,91171830,128.785,130.87,126.61,1%
AMZN,2/26/2015,384.8,2684823,384.07,389.37,383.28,0%
GOOGL,2/26/2015,559.29,2700734,545.74,560.1299,545.09,2%
GOOG,2/26/2015,555.48,2303785,543.21,556.14,541.5,2%
MSFT,2/26/2015,44.055,26524300,43.99,44.23,43.89,0%
TSLA,2/26/2015,207.19,6468020,204,211.09,202.22,2%
AAPL,2/27/2015,128.46,61931350,130,130.57,128.24,-1%
AMZN,2/27/2015,380.16,2523659,384,385.99,379.79,-1%
GOOGL,2/27/2015,562.63,3414672,558.15,569.42,557.03,1%
GOOG,2/27/2015,558.4,2402191,554.24,564.71,552.9,1%
MSFT,2/27/2015,43.85,33784370,44.13,44.2,43.66,-1%
TSLA,2/27/2015,203.34,3871397,206.9,208.55,202.8,-2%
AAPL,2/28/2015,128.46,61931350,130,130.57,128.24,-1%
AMZN,2/28/2015,380.16,2523659,384,385.99,379.79,-1%
GOOGL,2/28/2015,562.63,3414672,558.15,569.42,557.03,1%
GOOG,2/28/2015,558.4,2402191,554.24,564.71,552.9,1%
MSFT,2/28/2015,43.85,33784370,44.13,44.2,43.66,-1%
TSLA,2/28/2015,203.34,3871397,206.9,208.55,202.8,-2%
AAPL,3/1/2015,128.46,61931350,130,130.57,128.24,-1%
AMZN,3/1/2015,380.16,2523659,384,385.99,379.79,-1%
GOOGL,3/1/2015,562.63,3414672,558.15,569.42,557.03,1%
GOOG,3/1/2015,558.4,2402191,554.24,564.71,552.9,1%
MSFT,3/1/2015,43.85,33784370,44.13,44.2,43.66,-1%
TSLA,3/1/2015,203.34,3871397,206.9,208.55,202.8,-2%
AAPL,3/2/2015,129.09,48042680,129.25,130.28,128.3,0%
AMZN,3/2/2015,385.655,2134110,380.85,385.9,379.481,1%
GOOGL,3/2/2015,575.02,2515699,567,575.99,563.15,1%
GOOG,3/2/2015,571.34,2121542,560.53,572.15,558.75,2%
MSFT,3/2/2015,43.88,31766030,43.67,44.19,43.55,0%
TSLA,3/2/2015,197.325,7910402,202.7,203.34,195.825,-3%
AAPL,3/3/2015,129.36,37749900,128.96,129.52,128.09,0%
AMZN,3/3/2015,384.61,1945787,383.95,386.1,381.601,0%
GOOGL,3/3/2015,578.795,2526019,576.35,580.85,570.5,0%
GOOG,3/3/2015,573.64,1696631,570.45,575.39,566.52,1%
MSFT,3/3/2015,43.28,31685600,43.56,43.825,43.09,-1%
TSLA,3/3/2015,199.56,4430800,196.81,200.2435,195.32,1%
AAPL,3/4/2015,128.54,31588480,129.1,129.56,128.32,0%
AMZN,3/4/2015,382.72,2255869,385.71,387.9,382.19,-1%
GOOGL,3/4/2015,578.33,1897566,576.97,581.63,572.52,0%
GOOG,3/4/2015,573.37,1869830,571.87,577.11,568.01,0%
MSFT,3/4/2015,43.055,25746840,43.01,43.21,42.88,0%
TSLA,3/4/2015,202.435,4215255,199.25,202.52,197.21,2%
AAPL,3/5/2015,126.41,56391280,128.58,128.75,125.76,-2%
AMZN,3/5/2015,387.83,2688444,385.61,388.4182,383.89,1%
GOOGL,3/5/2015,581.435,1795117,579.62,583.2,578.23,0%
GOOG,3/5/2015,575.33,1385303,575.02,577.91,573.41,0%
MSFT,3/5/2015,43.11,23176110,43.07,43.24,42.82,0%
TSLA,3/5/2015,200.63,4870131,202.85,206.19,200.15,-1%
AAPL,3/6/2015,126.6,72699680,128.4,129.37,126.26,-1%
AMZN,3/6/2015,380.09,2625962,385.52,387,378.88,-1%
GOOGL,3/6/2015,572.9,1877842,582,582.78,572.06,-2%
GOOG,3/6/2015,567.685,1647702,574.88,576.6799,566.76,-1%
MSFT,3/6/2015,42.36,36120570,43,43.11,42.15,-1%
TSLA,3/6/2015,193.88,6705451,199.21,200.75,192.151,-3%
AAPL,3/7/2015,126.6,72699680,128.4,129.37,126.26,-1%
AMZN,3/7/2015,380.09,2625962,385.52,387,378.88,-1%
GOOGL,3/7/2015,572.9,1877842,582,582.78,572.06,-2%
GOOG,3/7/2015,567.685,1647702,574.88,576.6799,566.76,-1%
MSFT,3/7/2015,42.36,36120570,43,43.11,42.15,-1%
TSLA,3/7/2015,193.88,6705451,199.21,200.75,192.151,-3%
AAPL,3/8/2015,126.6,72699680,128.4,129.37,126.26,-1%
AMZN,3/8/2015,380.09,2625962,385.52,387,378.88,-1%
GOOGL,3/8/2015,572.9,1877842,582,582.78,572.06,-2%
GOOG,3/8/2015,567.685,1647702,574.88,576.6799,566.76,-1%
MSFT,3/8/2015,42.36,36120570,43,43.11,42.15,-1%
TSLA,3/8/2015,193.88,6705451,199.21,200.75,192.151,-3%
AAPL,3/9/2015,127.14,88410240,127.96,129.57,125.06,-1%
AMZN,3/9/2015,378.56,2311182,378.4,379.33,375.28,0%
GOOGL,3/9/2015,574.1,1174148,570.92,575.45,569.05,1%
GOOG,3/9/2015,568.85,1059336,566.86,570.27,563.535,0%
MSFT,3/9/2015,42.85,32106530,42.19,43.125,42.19,2%
TSLA,3/9/2015,190.88,6732511,194.39,194.49,188.25,-2%
AAPL,3/10/2015,124.51,68720360,126.41,127.22,123.8,-2%
AMZN,3/10/2015,369.51,3111285,377.45,377.77,369.18,-2%
GOOGL,3/10/2015,559.85,2002985,568.475,569.762,559.82,-2%
GOOG,3/10/2015,555.01,1785438,564.25,564.85,554.73,-2%
MSFT,3/10/2015,42.03,39158290,42.35,42.71,42.03,-1%
TSLA,3/10/2015,190.32,5539041,188.46,193.5,187.6,1%
AAPL,3/11/2015,122.24,68812690,124.75,124.77,122.11,-2%
AMZN,3/11/2015,366.37,2490279,370.61,373.35,366.26,-1%
GOOGL,3/11/2015,555.69,2025341,559.8,564.18,555.41,-1%
GOOG,3/11/2015,551.18,1815503,555.14,558.14,550.68,-1%
MSFT,3/11/2015,41.98,32214780,42.31,42.37,41.84,-1%
TSLA,3/11/2015,193.74,4968406,191.15,196.18,191.01,1%
AAPL,3/12/2015,124.45,48233270,122.31,124.9,121.63,2%
AMZN,3/12/2015,374.24,2809715,368.82,375.5,367.52,1%
GOOGL,3/12/2015,561.17,1779635,558.48,561.84,555.53,0%
GOOG,3/12/2015,555.51,1385657,553.51,556.37,550.46,0%
MSFT,3/12/2015,41.02,59984700,41.33,41.65,40.86,-1%
TSLA,3/12/2015,191.07,4139769,193.75,194.45,189.75,-1%
AAPL,3/13/2015,123.59,51744670,124.4,125.3951,122.58,-1%
AMZN,3/13/2015,370.58,2610510,371.52,373.99,366.68,0%
GOOGL,3/13/2015,553,1769482,559.23,564.36,550.33,-1%
GOOG,3/13/2015,547.32,1697602,553.5,558.4,544.22,-1%
MSFT,3/13/2015,41.38,57972120,40.7,41.47,40.61,2%
TSLA,3/13/2015,188.68,5421293,188.95,191.75,187.32,0%
AAPL,3/14/2015,123.59,51744670,124.4,125.3951,122.58,-1%
AMZN,3/14/2015,370.58,2610510,371.52,373.99,366.68,0%
GOOGL,3/14/2015,553,1769482,559.23,564.36,550.33,-1%
GOOG,3/14/2015,547.32,1697602,553.5,558.4,544.22,-1%
MSFT,3/14/2015,41.38,57972120,40.7,41.47,40.61,2%
TSLA,3/14/2015,188.68,5421293,188.95,191.75,187.32,0%
AAPL,3/15/2015,123.59,51744670,124.4,125.3951,122.58,-1%
AMZN,3/15/2015,370.58,2610510,371.52,373.99,366.68,0%
GOOGL,3/15/2015,553,1769482,559.23,564.36,550.33,-1%
GOOG,3/15/2015,547.32,1697602,553.5,558.4,544.22,-1%
MSFT,3/15/2015,41.38,57972120,40.7,41.47,40.61,2%
TSLA,3/15/2015,188.68,5421293,188.95,191.75,187.32,0%
AAPL,3/16/2015,124.95,35816300,123.88,124.95,122.87,1%
AMZN,3/16/2015,373.35,2352852,370.38,373.94,366.72,1%
GOOGL,3/16/2015,561.64,1840931,556.93,563.75,551.32,1%
GOOG,3/16/2015,554.51,1636083,550.95,556.85,546,1%
MSFT,3/16/2015,41.56,35257510,41.47,41.64,41.28,0%
TSLA,3/16/2015,195.7,5617028,192,195.91,189.8,2%
AAPL,3/17/2015,127.04,50891230,125.9,127.32,125.65,1%
AMZN,3/17/2015,371.92,2036686,371.11,374.5,369.64,0%
GOOGL,3/17/2015,557.61,1443991,558.29,560.64,554.41,0%
GOOG,3/17/2015,550.84,1800550,551.71,553.8,548,0%
MSFT,3/17/2015,41.695,31669340,41.37,41.83,41.15,1%
TSLA,3/17/2015,194.73,4890265,195.43,198.71,193.94,0%
AAPL,3/18/2015,128.47,65118170,127,129.16,126.37,1%
AMZN,3/18/2015,375.135,2645003,369.97,375.99,366.7,1%
GOOGL,3/18/2015,566.16,1762169,557.73,566.51,553.5,2%
GOOG,3/18/2015,559.5,2125596,552.5,559.78,547.0001,1%
MSFT,3/18/2015,42.5,44178520,41.43,42.83,41.33,3%
TSLA,3/18/2015,200.71,4796873,194.96,200.88,193.11,3%
AAPL,3/19/2015,127.495,45674520,128.75,129.2451,127.4,-1%
AMZN,3/19/2015,373.24,1912973,373.87,377.11,372.19,0%
GOOGL,3/19/2015,563.67,1230348,564.52,566.96,562.12,0%
GOOG,3/19/2015,557.99,1192429,559.39,560.8,556.145,0%
MSFT,3/19/2015,42.285,33836100,42.26,42.59,42.22,0%
TSLA,3/19/2015,195.65,8468846,202,204.59,194.53,-3%
